flight_id,flight_record_count,flight_id_conflict
6F133,1,False
6F134,1,False
6F135,1,False
6F136,1,False
6F137,1,False
6F138,1,False
6F139,1,False
6F140,1,False
6F141,1,False
6F142,1,False
6F143,1,False
6F144,1,False
6F145,1,False
6F146,1,False
6F147,1,False
6F148,1,False
6F149,1,False
6F150,1,False
6F151,1,False
6F152,1,False
6F153,1,False
6F154,1,False
6F155,1,False
6F156,1,False
6F157,1,False
6F158,1,False
6F159,1,False
6F160,1,False
6F161,1,False
6F162,1,False
6F163,1,False
6F164,1,False
6F165,1,False
6F166,1,False
6F167,1,False
6F168,1,False
6F169,1,False
6F170,1,False
6F171,1,False
6F172,1,False
6F173,1,False
6F174,1,False
6F175,1,False
6F176,1,False
6F177,1,False
6F178,1,False
6F179,1,False
6F180,1,False
6F181,1,False
6F182,1,False
6F183,1,False
6F184,1,False
6F185,1,False
6F186,1,False
6F187,1,False
6F188,1,False
6F189,1,False
6F190,1,False
6F191,1,False
6F192,1,False
6F193,1,False
6F194,1,False
6F195,1,False
6F196,1,False
6F197,1,False
6F198,1,False
6F199,1,False
6F200,1,False
6F201,1,False
6F202,1,False
6F203,1,False
6F204,1,False
6F205,1,False
6F206,1,False
6F207,1,False
6F208,1,False
6F209,1,False
6F210,1,False
6F211,1,False
6F212,1,False
6F213,1,False
6F214,1,False
6F215,1,False
6F216,1,False
6F217,1,False
6F218,1,False
6F219,1,False
6F220,1,False
6F221,1,False
6F222,1,False
6F223,1,False
6F224,1,False
6F225,1,False
6F226,1,False
6F227,1,False
6F228,1,False
6F229,1,False
6F230,1,False
6F231,1,False
6F232,1,False
6F233,1,False
6F234,1,False
6F235,1,False
6F236,1,False
6F237,1,False
6F238,1,False
6F239,1,False
6F240,1,False
6F241,1,False
6F242,1,False
6F243,1,False
6F244,1,False
6F245,1,False
6F246,1,False
6F247,1,False
6F248,1,False
6F249,1,False
6F250,2,True
6F251,1,False
6F252,1,False
6F253,1,False
6F254,1,False
6F255,1,False
6F256,1,False
6F257,1,False
6F258,1,False
6F259,1,False
6F260,1,False
6F261,1,False
6F262,1,False
6F263,1,False
6F264,1,False
6F265,1,False
6F266,1,False
6F267,1,False
6F268,1,False
6F269,1,False
6F270,1,False
6F271,1,False
6F272,1,False
AI001,1,False
AI002,1,False
AI003,1,False
AI004,1,False
AI005,1,False
AI006,1,False
AI007,1,False
AI008,1,False
AI009,1,False
AI010,1,False
AI011,1,False
AI012,1,False
AI013,1,False
AI014,1,False
AI015,1,False
AI016,1,False
AI017,1,False
AI018,1,False
AI019,1,False
AI020,1,False
AI021,1,False
AI022,1,False
AI023,1,False
AI024,1,False
AI025,1,False
AI026,1,False
AI027,1,False
AI028,1,False
AI029,1,False
AI030,1,False
AI031,1,False
AI032,1,False
AI033,1,False
AI034,1,False
AI035,1,False
AI036,1,False
AI037,1,False
AI038,1,False
AI039,1,False
AI040,1,False
AI041,1,False
AI042,1,False
AI043,1,False
AI044,1,False
AI045,1,False
AI046,1,False
AI047,1,False
AI048,1,False
AI049,1,False
AI050,1,False
AI051,1,False
AI052,1,False
AI053,1,False
AI054,1,False
AI055,1,False
AI056,1,False
AI057,1,False
AI058,1,False
AI059,1,False
AI060,1,False
AI061,1,False
AI062,1,False
AI063,1,False
AI064,1,False
AI065,1,False
AI066,1,False
AI067,1,False
AI068,1,False
AI069,1,False
AI070,1,False
AI071,1,False
AI072,1,False
AI073,1,False
AI074,1,False
AI075,1,False
AI076,1,False
AI077,1,False
AI078,1,False
AI079,1,False
AI080,1,False
AI081,1,False
AI082,1,False
AI083,1,False
AI084,1,False
AI085,1,False
AI086,1,False
AI087,1,False
AI088,1,False
AI089,1,False
AI090,1,False
AI091,1,False
AI092,1,False
AI093,1,False
AI094,1,False
AI095,1,False
AI096,1,False
AI097,1,False
AI098,1,False
AI099,1,False
AI100,1,False
AI101,1,False
AI102,1,False
AI103,1,False
AI104,1,False
AI105,1,False
AI106,1,False
AI107,1,False
AI108,1,False
AI109,1,False
AI110,1,False
AI111,1,False
AI112,1,False
AI113,1,False
AI114,1,False
AI115,1,False
AI116,1,False
AI117,1,False
AI118,1,False
AI119,1,False
AI120,1,False
AI121,1,False
AI122,1,False
AI123,1,False
AI124,1,False
AI125,1,False
AI126,1,False
AI127,1,False
AI128,1,False
AI129,1,False
AI130,1,False
AI131,1,False
AI132,1,False
AI133,1,False
AI134,1,False
AI135,1,False
AI136,1,False
AI137,1,False
AI138,1,False
AI139,1,False
AI140,1,False
AI141,1,False
AI142,1,False
AI143,1,False
AI144,1,False
AI145,1,False
AI146,1,False
AI147,1,False
AI148,1,False
AI149,1,False
AI150,1,False
AI151,1,False
AI152,1,False
AI153,1,False
AI154,1,False
AI155,1,False
AI156,1,False
AI157,1,False
AI158,1,False
AI159,1,False
AI160,1,False
AI161,1,False
AI162,1,False
AI163,1,False
AI164,1,False
AI165,1,False
AI166,1,False
AI167,1,False
AI168,1,False
AI169,1,False
AI170,1,False
AI171,1,False
AI172,1,False
AI173,1,False
AI174,1,False
AI175,1,False
AI176,1,False
AI177,1,False
AI178,1,False
AI179,1,False
AI180,1,False
AI181,1,False
AI182,1,False
AI183,1,False
AI184,1,False
AI185,1,False
AI186,1,False
AI187,1,False
AI188,1,False
AI189,1,False
AI190,1,False
AI191,1,False
AI192,1,False
AI193,1,False
AI194,1,False
AI195,1,False
AI196,1,False
AI197,1,False
AI198,1,False
AI199,1,False
AI200,1,False
AI201,1,False
AI202,1,False
AI203,1,False
AI204,1,False
AI205,1,False
AI206,1,False
AI207,1,False
AI208,1,False
AI209,1,False
AI210,1,False
AI211,1,False
AI212,1,False
AI213,1,False
AI214,1,False
AI215,1,False
AI216,1,False
AI217,1,False
AI218,1,False
AI219,1,False
AI220,1,False
AI221,1,False
AI222,1,False
AI223,1,False
AI224,1,False
AI225,1,False
AI226,1,False
AI227,1,False
AI228,1,False
AI229,1,False
AI230,1,False
AI231,1,False
AI232,1,False
AI233,1,False
AI234,1,False
AI235,1,False
AI236,1,False
AI237,1,False
AI238,1,False
AI239,1,False
AI240,1,False
AI241,1,False
AI242,1,False
AI243,1,False
AI244,1,False
AI245,1,False
AI246,1,False
AI247,1,False
AI248,1,False
AI249,1,False
AI250,1,False
AI251,1,False
AI252,1,False
AI253,1,False
AI254,1,False
AI255,1,False
SJ001,1,False
SJ002,1,False
SJ003,1,False
SJ004,1,False
SJ005,1,False
SJ006,1,False
SJ007,1,False
SJ008,1,False
SJ009,1,False
SJ010,1,False
SJ011,1,False
SJ012,1,False
SJ013,1,False
SJ014,1,False
SJ015,1,False
SJ016,1,False
SJ017,1,False
SJ018,1,False
SJ019,1,False
SJ020,1,False
SJ021,1,False
SJ022,1,False
SJ023,1,False
SJ024,1,False
SJ025,1,False
SJ026,1,False
SJ027,1,False
SJ028,1,False
SJ029,1,False
SJ030,1,False
SJ031,1,False
SJ032,1,False
SJ033,1,False
SJ034,1,False
SJ035,1,False
SJ036,1,False
SJ037,1,False
SJ038,1,False
SJ039,1,False
SJ040,1,False
SJ041,1,False
SJ042,1,False
SJ043,1,False
SJ044,1,False
SJ045,1,False
SJ046,1,False
SJ047,1,False
SJ048,1,False
SJ049,1,False
SJ050,1,False
SJ051,1,False
SJ052,1,False
SJ053,1,False
SJ054,1,False
SJ055,1,False
SJ056,1,False
SJ057,1,False
SJ058,1,False
SJ059,1,False
SJ060,1,False
SJ061,1,False
SJ062,1,False
SJ063,1,False
SJ064,1,False
SJ065,1,False
SJ066,1,False
SJ067,1,False
SJ068,1,False
SJ069,1,False
SJ070,1,False
SJ071,1,False
SJ072,1,False
SJ073,1,False
SJ074,1,False
SJ075,1,False
SJ076,1,False
SJ077,1,False
SJ078,1,False
SJ079,1,False
SJ080,1,False
SJ081,1,False
SJ082,1,False
SJ083,1,False
SJ084,1,False
SJ085,1,False
SJ086,1,False
SJ087,1,False
SJ088,1,False
SJ089,1,False
SJ090,1,False
SJ091,1,False
SJ092,1,False
SJ093,1,False
SJ094,1,False
SJ095,1,False
SJ096,1,False
SJ097,1,False
SJ098,1,False
SJ099,1,False
SJ100,1,False
SJ101,1,False
SJ102,1,False
SJ103,1,False
SJ104,1,False
SJ105,1,False
SJ106,1,False
SJ107,1,False
SJ108,1,False
SJ109,1,False
SJ110,1,False
SJ111,1,False
SJ112,1,False
SJ113,1,False
SJ114,1,False
SJ115,1,False
SJ116,1,False
SJ117,1,False
SJ118,1,False
SJ119,1,False
SJ120,1,False
SJ121,1,False
SJ122,1,False
SJ123,1,False
SJ124,1,False
SJ125,1,False
SJ126,1,False
SJ127,1,False
SJ128,1,False
SJ129,1,False
SJ130,1,False
SJ131,1,False
SJ132,1,False
SJ133,1,False
SJ134,1,False
SJ135,1,False
SJ136,1,False
SJ137,1,False
SJ138,1,False
SJ139,1,False
SJ140,1,False
SJ141,1,False
SJ142,1,False
SJ143,1,False
SJ144,1,False
SJ145,1,False
SJ146,1,False
SJ147,1,False
SJ148,1,False
SJ149,1,False
SJ150,1,False
SJ151,1,False
SJ152,1,False
SJ153,1,False
SJ154,1,False
SJ155,1,False
SJ156,1,False
SJ157,1,False
SJ158,1,False
SJ159,1,False
SJ160,1,False
SJ161,1,False
SJ162,1,False
SJ163,1,False
SJ164,1,False
SJ165,1,False
SJ166,1,False
SJ167,1,False
SJ168,1,False
SJ169,1,False
SJ170,1,False
SJ171,1,False
SJ172,1,False
SJ173,1,False
SJ174,1,False
SJ175,1,False
SJ176,1,False
SJ177,1,False
SJ178,1,False
SJ179,1,False
SJ180,1,False
SJ181,1,False
SJ182,1,False
SJ183,1,False
SJ184,1,False
SJ185,1,False
SJ186,1,False
SJ187,1,False
SJ188,1,False
SJ189,1,False
SJ190,1,False
SJ191,1,False
SJ192,1,False
SJ193,1,False
SJ194,1,False
SJ195,1,False
SJ196,1,False
SJ197,1,False
SJ198,1,False
SJ199,1,False
SJ200,1,False
SJ201,1,False
SJ202,1,False
SJ203,1,False
SJ204,1,False
SJ205,1,False
SJ206,1,False
SJ207,1,False
SJ208,1,False
SJ209,1,False
SJ210,1,False
SJ211,1,False
SJ212,1,False
SJ213,1,False
SJ214,1,False
SJ215,1,False
SJ216,1,False
SJ217,1,False
SJ218,1,False
SJ219,1,False
SJ220,1,False
SJ221,1,False
SJ222,1,False
SJ223,1,False
SJ224,1,False
SJ225,1,False
SJ226,1,False
SJ227,1,False
SJ228,1,False
SJ229,1,False
SJ230,1,False
SJ231,1,False
SJ232,1,False
SJ233,1,False
SJ234,1,False
SJ235,1,False
SJ236,1,False
SJ237,1,False
SJ238,1,False
SJ239,1,False
SJ240,1,False
SJ241,1,False
SJ242,1,False
SJ243,1,False
SJ244,1,False
SJ245,1,False
SJ246,1,False
SJ247,1,False
UK001,1,False
UK002,1,False
UK003,1,False
UK004,1,False
UK005,1,False
UK006,1,False
UK007,1,False
UK008,1,False
UK009,1,False
UK010,1,False
UK011,1,False
UK012,1,False
UK013,1,False
UK014,1,False
UK015,1,False
UK016,1,False
UK017,1,False
UK018,1,False
UK019,1,False
UK020,1,False
UK021,1,False
UK022,1,False
UK023,1,False
UK024,1,False
UK025,1,False
UK026,1,False
UK027,1,False
UK028,1,False
UK029,1,False
UK030,1,False
UK031,1,False
UK032,1,False
UK033,1,False
UK034,1,False
UK035,1,False
UK036,1,False
UK037,1,False
UK038,1,False
UK039,1,False
UK040,1,False
UK041,1,False
UK042,1,False
UK043,1,False
UK044,1,False
UK045,1,False
UK046,1,False
UK047,1,False
UK048,1,False
UK049,1,False
UK050,1,False
UK051,1,False
UK052,1,False
UK053,1,False
UK054,1,False
UK055,1,False
UK056,1,False
UK057,1,False
UK058,1,False
UK059,1,False
UK060,1,False
UK061,1,False
UK062,1,False
UK063,1,False
UK064,1,False
UK065,1,False
UK066,1,False
UK067,1,False
UK068,1,False
UK069,1,False
UK070,1,False
UK071,1,False
UK072,1,False
UK073,1,False
UK074,1,False
UK075,1,False
UK076,1,False
UK077,1,False
UK078,1,False
UK079,1,False
UK080,1,False
UK081,1,False
UK082,1,False
UK083,1,False
UK084,1,False
UK085,1,False
UK086,1,False
UK087,1,False
UK088,1,False
UK089,1,False
UK090,1,False
UK091,1,False
UK092,1,False
UK093,1,False
UK094,1,False
UK095,1,False
UK096,1,False
UK097,1,False
UK098,1,False
UK099,1,False
UK100,1,False
UK101,1,False
UK102,1,False
UK103,1,False
UK104,1,False
UK105,1,False
UK106,1,False
UK107,1,False
UK108,1,False
UK109,1,False
UK110,1,False
UK111,1,False
UK112,1,False
UK113,1,False
UK114,1,False
UK115,1,False
UK116,1,False
UK117,1,False
UK118,1,False
UK119,1,False
UK120,1,False
UK121,1,False
UK122,1,False
UK123,1,False
UK124,1,False
UK125,1,False
UK126,1,False
UK127,1,False
UK128,1,False
UK129,1,False
UK130,1,False
UK131,1,False
UK132,1,False
UK133,1,False
UK134,1,False
UK135,1,False
UK136,1,False
UK137,1,False
UK138,1,False
UK139,1,False
UK140,1,False
UK141,1,False
UK142,1,False
UK143,1,False
UK144,1,False
UK145,1,False
UK146,1,False
UK147,1,False
UK148,1,False
UK149,1,False
UK150,1,False
UK151,1,False
UK152,1,False
UK153,1,False
UK154,1,False
UK155,1,False
UK156,1,False
UK157,1,False
UK158,1,False
UK159,1,False
UK160,1,False
UK161,1,False
UK162,1,False
UK163,1,False
UK164,1,False
UK165,1,False
UK166,1,False
UK167,1,False
UK168,1,False
UK169,1,False
UK170,1,False
UK171,1,False
UK172,1,False
UK173,1,False
UK174,1,False
UK175,1,False
UK176,1,False
UK177,1,False
UK178,1,False
UK179,1,False
UK180,1,False
UK181,1,False
UK182,1,False
UK183,1,False
UK184,1,False
UK185,1,False
UK186,1,False
UK187,1,False
UK188,1,False
UK189,1,False
UK190,1,False
UK191,1,False
UK192,1,False
UK193,1,False
UK194,1,False
UK195,1,False
UK196,1,False
UK197,1,False
UK198,1,False
UK199,1,False
UK200,1,False
UK201,1,False
UK202,1,False
UK203,1,False
UK204,1,False
UK205,1,False
UK206,1,False
UK207,1,False
UK208,1,False
UK209,1,False
UK210,1,False
UK211,1,False
UK212,1,False
UK213,1,False
UK214,1,False
UK215,1,False
UK216,1,False
UK217,1,False
UK218,1,False
UK219,1,False
UK220,1,False
UK221,1,False
UK222,1,False
UK223,1,False
UK224,1,False
UK225,1,False
UK226,1,False
UK227,1,False
UK228,1,False
UK229,1,False
UK230,1,False
