flight_id,airline_standard,source,destination,route,departure_time,arrival_time,duration_minutes,overnight_flight,time_anomaly,flight_id_conflict,flight_key
6F086,IndiGo,MAA,HYD,MAA → HYD,2026-04-20 20:23:41.702,2026-04-20 21:00:41.702,37.0,False,False,False,FL0044
AI220,Air India,BOM,DEL,BOM → DEL,2026-04-20 20:19:41.703,2026-04-20 21:57:41.703,98.0,False,False,False,FL0045
AI188,Air India,CCU,HYD,CCU → HYD,2026-04-20 20:16:41.703,2026-04-20 23:02:41.703,166.0,False,False,False,FL0046
6F114,IndiGo,BOM,MAA,BOM → MAA,2026-04-20 20:10:41.702,2026-04-20 21:00:41.702,50.0,False,False,False,FL0047
SJ179,SpiceJet,DEL,HYD,DEL → HYD,2026-04-20 20:09:41.703,2026-04-20 23:39:41.703,210.0,False,False,False,FL0048
6F190,IndiGo,DEL,MAA,DEL → MAA,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,274.0,True,False,False,FL0049
SJ003,SpiceJet,MAA,CCU,MAA → CCU,2026-04-20 19:50:41.701,2026-04-20 20:32:41.701,42.0,False,False,False,FL0050
6F028,IndiGo,HYD,CCU,HYD → CCU,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,120.0,False,False,False,FL0051
UK036,Vistara,CCU,BLR,CCU → BLR,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,264.0,True,False,False,FL0052
SJ160,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,45.0,False,False,False,FL0053
6F151,IndiGo,CCU,HYD,CCU → HYD,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,140.0,False,False,False,FL0054
UK140,Vistara,MAA,BLR,MAA → BLR,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,83.0,False,False,False,FL0055
AI115,Air India,MAA,BLR,MAA → BLR,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,289.0,True,False,False,FL0056
AI132,Air India,BLR,BOM,BLR → BOM,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,129.0,False,False,False,FL0057
UK209,Unknown,MAA,BLR,MAA → BLR,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,165.0,False,False,False,FL0058
SJ043,Unknown,MAA,DEL,MAA → DEL,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,129.0,False,False,False,FL0059
UK176,Vistara,HYD,BLR,HYD → BLR,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,248.0,False,False,False,FL0060
UK216,Vistara,MAA,HYD,MAA → HYD,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,194.0,False,False,False,FL0061
UK150,Vistara,DEL,CCU,DEL → CCU,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,30.0,False,False,False,FL0062
UK145,Vistara,BOM,HYD,BOM → HYD,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,131.0,False,False,False,FL0063
6F270,Unknown,HYD,MAA,HYD → MAA,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,48.0,False,False,False,FL0064
6F012,IndiGo,CCU,HYD,CCU → HYD,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,205.0,False,False,False,FL0065
SJ236,SpiceJet,MAA,BOM,MAA → BOM,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,239.0,False,False,False,FL0066
6F149,IndiGo,BLR,CCU,BLR → CCU,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,165.0,False,False,False,FL0067
UK004,Vistara,BOM,CCU,BOM → CCU,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,34.0,False,False,False,FL0068
UK010,Vistara,MAA,HYD,MAA → HYD,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,167.0,False,False,False,FL0069
UK215,Vistara,BOM,DEL,BOM → DEL,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,132.0,False,False,False,FL0070
SJ116,SpiceJet,HYD,CCU,HYD → CCU,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,89.0,False,False,False,FL0071
SJ023,SpiceJet,HYD,MAA,HYD → MAA,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,102.0,False,False,False,FL0072
UK152,Vistara,BOM,CCU,BOM → CCU,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,169.0,False,False,False,FL0073
SJ202,SpiceJet,CCU,HYD,CCU → HYD,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,107.0,False,False,False,FL0074
6F043,IndiGo,BOM,HYD,BOM → HYD,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,86.0,False,False,False,FL0075
UK173,Vistara,MAA,BLR,MAA → BLR,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,256.0,False,False,False,FL0076
SJ081,SpiceJet,BOM,BLR,BOM → BLR,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,109.0,False,False,False,FL0077
UK153,Vistara,CCU,HYD,CCU → HYD,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,241.0,False,False,False,FL0078
UK187,Vistara,BLR,BOM,BLR → BOM,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,110.0,False,False,False,FL0079
UK055,Vistara,HYD,DEL,HYD → DEL,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,163.0,False,False,False,FL0080
UK181,Vistara,MAA,DEL,MAA → DEL,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,162.0,False,False,False,FL0081
UK074,Vistara,BOM,DEL,BOM → DEL,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,117.0,False,False,False,FL0082
SJ068,SpiceJet,BLR,BOM,BLR → BOM,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,124.0,False,False,False,FL0083
AI242,Unknown,BLR,CCU,BLR → CCU,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,62.0,False,False,False,FL0084
SJ237,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,148.0,False,False,False,FL0086
6F194,IndiGo,BOM,CCU,BOM → CCU,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,118.0,False,False,False,FL0087
UK063,Vistara,DEL,BOM,DEL → BOM,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,72.0,False,False,False,FL0088
UK068,Vistara,BLR,MAA,BLR → MAA,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,101.0,False,False,False,FL0089
UK224,Unknown,CCU,MAA,CCU → MAA,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,239.0,False,False,False,FL0090
UK077,Unknown,HYD,BOM,HYD → BOM,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,98.0,False,False,False,FL0091
UK207,Vistara,MAA,CCU,MAA → CCU,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,75.0,False,False,False,FL0092
AI221,Air India,MAA,HYD,MAA → HYD,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,156.0,False,False,False,FL0093
UK109,Vistara,BLR,BOM,BLR → BOM,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,60.00496666666666,False,False,False,FL0094
UK089,Vistara,BOM,HYD,BOM → HYD,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,252.0,False,False,False,FL0095
AI072,Air India,BLR,CCU,BLR → CCU,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,58.0,False,False,False,FL0096
UK131,Vistara,BOM,DEL,BOM → DEL,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,246.0,False,False,False,FL0097
SJ150,SpiceJet,BOM,HYD,BOM → HYD,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,210.0,False,False,False,FL0098
6F097,IndiGo,BLR,BOM,BLR → BOM,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,77.0,False,False,False,FL0099
6F123,IndiGo,DEL,HYD,DEL → HYD,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,106.0,False,False,False,FL0100
6F017,IndiGo,CCU,BOM,CCU → BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,161.0,False,False,False,FL0101
6F245,IndiGo,CCU,BOM,CCU → BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,161.0,False,False,False,FL0102
6F180,IndiGo,MAA,BLR,MAA → BLR,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,264.0,False,False,False,FL0103
6F152,IndiGo,CCU,DEL,CCU → DEL,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,124.0,False,False,False,FL0104
SJ034,SpiceJet,MAA,BOM,MAA → BOM,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,291.0,False,False,False,FL0105
SJ142,SpiceJet,CCU,BOM,CCU → BOM,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,102.0,False,False,False,FL0106
UK189,Vistara,BLR,MAA,BLR → MAA,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,224.0,False,False,False,FL0108
SJ044,SpiceJet,DEL,CCU,DEL → CCU,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,157.0,False,False,False,FL0109
SJ196,SpiceJet,DEL,HYD,DEL → HYD,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,166.0,False,False,False,FL0110
6F188,IndiGo,DEL,HYD,DEL → HYD,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,282.0,False,False,False,FL0111
6F181,IndiGo,BOM,MAA,BOM → MAA,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,108.0,False,False,False,FL0112
6F077,IndiGo,CCU,DEL,CCU → DEL,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,258.0,False,False,False,FL0113
SJ154,SpiceJet,BLR,HYD,BLR → HYD,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,99.0,False,False,False,FL0114
AI025,Air India,HYD,DEL,HYD → DEL,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,145.0,False,False,False,FL0115
AI094,Air India,DEL,BLR,DEL → BLR,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,60.00496666666666,False,False,False,FL0116
6F191,IndiGo,BLR,DEL,BLR → DEL,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,30.0,False,False,False,FL0117
SJ085,SpiceJet,BLR,MAA,BLR → MAA,2026-04-20 14:41:41.702,2026-04-20 19:11:41.702,270.0,False,False,False,FL0118
6F261,Unknown,CCU,DEL,CCU → DEL,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,178.0,False,False,False,FL0119
6F129,IndiGo,DEL,CCU,DEL → CCU,2026-04-20 14:28:41.702,2026-04-20 16:47:41.702,139.0,False,False,False,FL0120
6F254,Unknown,MAA,BLR,MAA → BLR,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,215.0,False,False,False,FL0121
SJ185,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 14:21:41.703,2026-04-20 15:21:41.703,60.0,False,False,False,FL0122
6F030,IndiGo,BOM,DEL,BOM → DEL,2026-04-20 14:20:41.701,2026-04-20 17:10:41.701,170.0,False,False,False,FL0123
SJ222,SpiceJet,BOM,DEL,BOM → DEL,2026-04-20 14:15:41.703,2026-04-20 17:09:41.703,174.0,False,False,False,FL0124
6F259,Unknown,BOM,DEL,BOM → DEL,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,71.0,False,False,False,FL0125
UK083,Vistara,DEL,HYD,DEL → HYD,2026-04-20 14:10:41.702,2026-04-20 14:59:41.702,49.0,False,False,False,FL0126
6F051,IndiGo,BLR,BOM,BLR → BOM,2026-04-20 13:58:41.701,2026-04-20 15:58:41.701,120.0,False,False,False,FL0127
SJ088,SpiceJet,CCU,MAA,CCU → MAA,2026-04-20 13:54:41.702,2026-04-20 14:26:41.702,32.0,False,False,False,FL0128
6F146,IndiGo,HYD,MAA,HYD → MAA,2026-04-20 13:51:41.703,2026-04-20 15:07:41.703,76.0,False,False,False,FL0129
6F047,IndiGo,MAA,DEL,MAA → DEL,2026-04-20 13:50:41.701,2026-04-20 15:55:41.701,125.0,False,False,False,FL0130
AI077,Air India,CCU,HYD,CCU → HYD,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,66.0,False,False,False,FL0131
UK134,Vistara,HYD,CCU,HYD → CCU,2026-04-20 13:44:41.702,2026-04-20 17:26:41.702,222.0,False,False,False,FL0132
AI056,Air India,DEL,MAA,DEL → MAA,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,235.0,False,False,False,FL0133
UK141,Unknown,HYD,MAA,HYD → MAA,2026-04-20 13:38:41.703,2026-04-20 15:59:41.703,141.0,False,False,False,FL0134
AI030,Air India,CCU,HYD,CCU → HYD,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,199.0,False,False,False,FL0135
AI029,Air India,MAA,DEL,MAA → DEL,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,264.0,False,False,False,FL0136
SJ167,SpiceJet,MAA,CCU,MAA → CCU,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,54.0,False,False,False,FL0137
UK017,Vistara,BLR,HYD,BLR → HYD,2026-04-20 13:14:41.701,2026-04-20 14:49:41.701,95.0,False,False,False,FL0138
6F229,IndiGo,MAA,DEL,MAA → DEL,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,80.0,False,False,False,FL0139
SJ117,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,236.0,False,False,False,FL0140
6F184,IndiGo,MAA,BOM,MAA → BOM,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,179.0,False,False,False,FL0141
AI031,Air India,DEL,MAA,DEL → MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,186.0,False,False,False,FL0142
AI178,Air India,CCU,BLR,CCU → BLR,2026-04-20 13:04:41.703,2026-04-20 14:03:41.703,59.0,False,False,False,FL0144
SJ089,SpiceJet,HYD,CCU,HYD → CCU,2026-04-20 12:42:41.702,2026-04-20 17:15:41.702,273.0,False,False,False,FL0145
UK166,Vistara,HYD,MAA,HYD → MAA,2026-04-20 12:39:41.703,2026-04-20 17:32:41.703,293.0,False,False,False,FL0146
UK104,Vistara,DEL,BOM,DEL → BOM,2026-04-20 12:30:41.702,2026-04-20 13:52:41.702,82.0,False,False,False,FL0147
6F168,IndiGo,HYD,DEL,HYD → DEL,2026-04-20 12:18:41.703,2026-04-20 15:58:41.703,220.0,False,False,False,FL0148
AI222,Unknown,BOM,DEL,BOM → DEL,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,64.0,False,False,False,FL0149
SJ025,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 12:02:41.701,2026-04-20 15:29:41.701,207.0,False,False,False,FL0150
6F255,Unknown,DEL,BOM,DEL → BOM,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,214.0,False,False,False,FL0151
UK228,Vistara,DEL,MAA,DEL → MAA,2026-04-20 11:58:41.704,2026-04-20 15:08:41.704,190.0,False,False,False,FL0152
6F158,IndiGo,CCU,MAA,CCU → MAA,2026-04-20 11:58:41.703,2026-04-20 16:04:41.703,246.0,False,False,False,FL0153
SJ218,SpiceJet,DEL,HYD,DEL → HYD,2026-04-20 11:58:41.703,2026-04-20 15:03:41.703,185.0,False,False,False,FL0154
6F034,IndiGo,BOM,DEL,BOM → DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,56.0,False,False,False,FL0155
UK156,Vistara,MAA,BLR,MAA → BLR,2026-04-20 11:50:41.703,2026-04-20 15:54:41.703,244.0,False,False,False,FL0156
6F105,IndiGo,BLR,BOM,BLR → BOM,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,72.0,False,False,False,FL0157
6F073,IndiGo,DEL,CCU,DEL → CCU,2026-04-20 11:38:41.702,2026-04-20 15:18:41.702,220.0,False,False,False,FL0158
SJ074,SpiceJet,DEL,CCU,DEL → CCU,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,41.0,False,False,False,FL0159
6F234,IndiGo,BOM,DEL,BOM → DEL,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,171.0,False,False,False,FL0160
6F068,IndiGo,BLR,HYD,BLR → HYD,2026-04-20 11:17:41.701,2026-04-20 15:06:41.701,229.0,False,False,False,FL0161
6F074,IndiGo,HYD,BOM,HYD → BOM,2026-04-20 11:09:41.702,2026-04-20 14:29:41.702,200.0,False,False,False,FL0162
AI038,Air India,HYD,MAA,HYD → MAA,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,279.0,False,False,False,FL0163
AI079,Air India,CCU,BLR,CCU → BLR,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,135.0,False,False,False,FL0164
SJ018,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,153.0,False,False,False,FL0165
6F018,IndiGo,DEL,BLR,DEL → BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,46.0,False,False,False,FL0166
AI091,Air India,CCU,MAA,CCU → MAA,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,263.0,False,False,False,FL0167
UK071,Vistara,DEL,HYD,DEL → HYD,2026-04-20 10:50:41.701,2026-04-20 14:06:41.701,196.0,False,False,False,FL0168
AI019,Air India,BOM,CCU,BOM → CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,62.0,False,False,False,FL0169
UK212,Vistara,HYD,MAA,HYD → MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,45.0,False,False,False,FL0170
AI146,Air India,BLR,DEL,BLR → DEL,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,186.0,False,False,False,FL0171
6F232,IndiGo,MAA,BLR,MAA → BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,103.0,False,False,False,FL0172
6F084,IndiGo,CCU,HYD,CCU → HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,60.00496666666666,False,False,False,FL0173
AI129,Air India,BOM,CCU,BOM → CCU,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,189.0,False,False,False,FL0174
AI240,Air India,MAA,DEL,MAA → DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,147.0,False,False,False,FL0175
6F091,IndiGo,BLR,CCU,BLR → CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,86.0,False,False,False,FL0176
UK133,Vistara,BOM,DEL,BOM → DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,192.0,False,False,False,FL0177
SJ007,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,290.0,False,False,False,FL0178
SJ141,SpiceJet,CCU,DEL,CCU → DEL,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,217.0,False,False,False,FL0179
6F049,IndiGo,HYD,DEL,HYD → DEL,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,193.0,False,False,False,FL0180
SJ235,SpiceJet,BOM,DEL,BOM → DEL,2026-04-20 09:57:41.704,2026-04-20 13:45:41.704,228.0,False,False,False,FL0181
UK087,Vistara,HYD,MAA,HYD → MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,208.0,False,False,False,FL0182
UK170,Vistara,BOM,BLR,BOM → BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,110.0,False,False,False,FL0183
SJ078,SpiceJet,DEL,HYD,DEL → HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,188.0,False,False,False,FL0184
SJ075,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,97.0,False,False,False,FL0185
AI159,Air India,HYD,BLR,HYD → BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,133.0,False,False,False,FL0186
UK120,Vistara,HYD,DEL,HYD → DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,251.0,False,False,False,FL0187
AI059,Air India,CCU,DEL,CCU → DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,147.0,False,False,False,FL0188
UK040,Vistara,HYD,CCU,HYD → CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,77.0,False,False,False,FL0189
AI044,Unknown,MAA,BLR,MAA → BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,213.0,False,False,False,FL0190
AI078,Air India,DEL,BOM,DEL → BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,270.0,False,False,False,FL0191
SJ226,SpiceJet,HYD,BOM,HYD → BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,247.0,False,False,False,FL0192
6F209,IndiGo,MAA,CCU,MAA → CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,300.0,False,False,False,FL0193
UK193,Vistara,HYD,DEL,HYD → DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,35.0,False,False,False,FL0194
6F092,IndiGo,MAA,BLR,MAA → BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,36.0,False,False,False,FL0195
AI208,Air India,BLR,BOM,BLR → BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,194.0,False,False,False,FL0196
SJ227,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,261.0,False,False,False,FL0197
6F238,IndiGo,BOM,DEL,BOM → DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,48.0,False,False,False,FL0198
